total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,remaining_units,leak_detected
4,4,205.7,0.45,114.45,0
5,3,151.35,9.25,473.26,0
5,3,272.02,30.21,2163.74,1
6,3,432.16,49.93,100.88,0
3,2,179.91,0.87,4.53,0
3,4,140.48,2.43,117.6,1
1,4,38.52,0.24,261.82,1
4,3,268.2,12.2,268.02,1
1,5,80.31,5.44,96.04,0
3,3,190.53,0.11,65.14,0
4,3,220.86,9.59,46.14,0
2,3,166.84,4.87,87.91,1
4,2,168.63,15.35,144.66,0
1,4,66.46,1.33,10.18,0
1,4,43.4,1.09,62.6,0
6,4,338.09,11.36,8.1,0
3,3,228.72,5.77,37.89,1
2,4,121.49,0.0,471.81,0
4,3,338.23,16.9,220.92,0
5,3,238.68,6.07,26.59,0
2,4,126.66,6.91,301.7,0
4,3,299.89,4.03,117.66,0
1,3,40.37,3.13,484.62,0
1,2,80.87,2.48,23.75,0
4,5,168.32,5.99,8.63,0
4,2,211.83,26.38,105.04,1
4,2,178.52,2.73,71.53,0
5,1,319.1,7.26,13.08,0
8,3,320.8,28.74,75.37,0
4,2,183.29,1.43,609.6,0
3,4,165.86,16.59,383.14,0
5,2,287.53,1.43,267.62,0
2,4,75.33,4.64,123.28,0
3,2,213.34,9.48,51.54,0
1,2,44.39,5.48,2485.65,1
1,4,49.26,1.56,2281.15,0
8,3,291.55,24.91,77.17,0
6,1,176.72,4.05,95.43,0
5,5,272.32,6.0,60.51,0
3,2,151.43,19.53,12.66,0
2,2,103.64,0.42,254.06,0
2,3,73.41,1.85,50.48,0
2,1,119.05,1.7,2787.93,0
4,2,194.25,24.33,141.3,0
5,4,236.94,8.93,8.58,0
4,2,193.06,6.81,143.21,1
2,1,94.65,8.1,76.96,0
7,4,364.42,34.12,74.56,0
5,3,297.7,0.87,253.56,0
4,2,172.88,16.74,216.34,1
4,3,175.51,9.74,3.31,0
3,1,206.04,4.82,3.32,0
2,3,171.78,2.7,24.65,0
3,3,258.83,24.92,3.37,1
5,5,164.27,2.36,121.14,1
1,2,59.49,2.3,22.63,0
1,4,52.83,0.19,5.01,0
1,2,98.63,0.0,5.36,0
1,3,58.38,6.45,10.44,0
6,2,514.46,0.0,114.41,0
5,3,374.8,7.96,9.84,1
3,3,146.18,10.86,186.3,0
1,5,46.09,0.21,18.31,0
3,4,87.8,0.03,2171.42,0
3,3,136.28,3.47,55.62,0
2,2,74.13,2.4,25.4,0
3,3,150.81,5.07,137.17,0
3,4,193.37,13.84,0.54,1
4,0,164.66,4.03,9.59,1
4,3,357.33,5.97,332.85,0
1,1,58.51,4.74,133.63,0
3,2,189.86,2.82,10.99,0
4,1,171.12,13.56,219.34,0
4,5,158.76,13.77,12.38,0
6,2,305.51,3.26,297.96,0
4,2,155.85,0.79,253.82,0
2,5,161.92,10.38,105.62,1
1,3,41.34,1.94,5.29,0
4,4,91.79,7.98,87.03,0
1,2,63.58,0.21,2980.27,0
4,3,210.89,17.02,14.7,0
7,0,271.67,7.71,44.76,0
4,3,266.71,4.19,523.81,0
3,3,167.89,12.35,359.49,0
4,3,397.08,48.25,96.28,0
3,3,226.51,7.67,2.66,1
4,4,260.12,5.46,108.05,1
7,3,271.65,15.83,9.16,0
3,3,143.21,0.04,97.97,0
8,2,333.58,0.67,569.37,0
6,4,258.32,1.75,23.53,1
2,3,156.66,10.99,97.71,0
1,3,50.37,2.12,12.97,0
1,3,41.8,4.6,233.65,0
1,4,37.06,0.7,506.43,0
1,4,68.8,1.86,13.83,0
5,2,435.02,12.75,5.15,0
1,4,39.95,3.59,178.8,0
3,1,174.14,0.48,132.16,0
6,0,334.57,24.85,20.65,0
1,4,44.11,0.0,6.86,1
5,2,304.23,26.23,569.3,0
2,2,93.07,2.56,71.41,0
1,3,71.77,3.89,55.42,1
5,4,200.23,2.31,66.61,1
4,2,345.7,1.12,18.6,0
6,1,246.39,17.86,1473.61,0
5,1,411.62,1.01,6.06,0
5,0,220.76,19.05,482.91,0
2,1,153.3,15.17,9.28,0
2,5,96.88,1.74,109.53,1
5,1,358.7,9.31,1621.89,0
5,3,316.27,5.62,328.75,0
10,4,414.12,220.2,127.25,0
3,3,197.06,18.64,252.7,0
3,0,291.98,7.27,14.8,0
5,3,317.88,3.67,169.62,0
3,4,103.17,12.67,304.07,0
7,2,260.9,8.74,119.19,1
6,2,376.52,5.29,115.97,0
3,2,257.42,8.8,146.0,0
5,3,283.06,8.11,68.63,0
5,2,313.96,24.15,777.91,0
1,4,67.5,3.62,1774.04,0
6,3,281.01,21.74,253.76,1
4,3,207.39,21.41,39.52,0
6,4,257.62,4.54,5.24,0
3,1,204.86,7.57,169.14,0
6,4,389.64,46.23,504.86,0
3,3,144.94,12.95,59.14,1
1,3,47.58,1.02,19.65,0
6,1,176.97,3.13,64.44,1
1,3,99.17,3.4,361.89,1
3,3,83.6,0.0,210.65,0
7,3,388.79,6.06,2756.82,0
7,2,247.36,3.69,97.71,0
4,0,325.48,24.91,133.61,1
4,3,293.57,19.93,2.89,1
3,3,150.93,0.0,144.1,1
2,3,143.17,9.26,99.43,1
3,3,123.88,11.84,249.87,0
4,2,201.98,16.59,114.53,0
5,2,383.85,36.03,9.97,1
5,3,234.51,72.36,97.4,1
5,3,181.7,19.61,565.46,0
1,3,56.3,6.14,2.07,1
3,4,149.44,0.32,487.04,0
1,4,43.69,4.17,2778.68,0
4,1,186.09,3.69,590.6,0
3,3,165.7,0.0,593.4,1
6,3,372.14,1.67,110.76,0
3,3,122.95,10.13,25.66,0
1,5,63.7,1.07,54.96,0
2,3,59.73,4.36,337.79,0
5,3,278.04,22.12,2156.94,0
4,5,181.16,2.88,85.2,0
1,2,46.41,0.94,205.92,1
1,1,56.68,3.32,111.11,0
5,2,240.74,3.19,9.68,0
1,1,43.45,2.14,2695.44,0
6,1,198.07,12.71,51.8,0
5,5,244.6,0.72,145.33,0
1,5,51.31,6.12,1290.01,0
1,3,92.67,3.17,597.78,0
9,4,350.9,12.29,216.58,0
3,2,187.74,0.28,14.48,0
3,3,131.95,0.0,533.69,0
5,2,229.1,0.43,52.83,0
7,3,343.7,1.02,6.46,0
9,3,350.34,32.79,2644.65,0
5,3,374.4,23.04,1.58,1
3,1,111.77,0.45,698.1,1
1,1,73.77,2.73,108.31,0
5,3,136.08,0.09,431.78,0
4,3,328.02,28.06,191.24,0
3,2,167.56,17.99,70.49,0
6,2,288.0,19.03,83.51,1
1,4,58.56,2.77,124.22,0
3,1,270.6,0.99,11.66,0
1,3,84.21,1.98,32.0,0
3,2,166.18,18.77,326.42,0
1,3,35.14,4.14,596.85,0
1,3,52.49,0.73,61.78,0
1,4,51.27,0.0,14.17,1
4,3,232.48,8.73,6.56,0
5,0,269.25,8.63,129.49,0
4,4,198.87,16.55,500.84,1
8,3,312.05,68.38,1415.62,0
3,4,153.47,3.05,197.14,0
2,4,63.69,1.62,131.67,0
6,3,436.42,40.44,576.82,0
2,5,96.14,4.38,79.08,0
8,3,383.31,6.74,470.92,0
1,3,58.18,1.65,489.38,0
8,3,416.97,41.65,130.91,0
1,3,61.31,2.41,26.08,0
6,3,253.92,4.28,596.49,1
4,4,124.52,10.89,2027.01,0
10,3,614.64,0.96,2875.65,0
1,3,79.92,6.18,2232.02,0
4,3,195.41,0.99,320.76,0
8,0,694.31,1.37,38.99,1
4,1,264.31,5.48,449.13,0
4,2,138.58,11.34,9.83,1
5,3,254.49,10.54,353.91,0
3,4,133.88,9.21,294.84,0
4,3,166.78,2.73,1403.62,0
4,5,210.69,6.56,9.45,0
6,0,432.19,11.73,579.5,0
1,4,42.84,4.98,1.3,1
2,2,118.19,3.8,430.3,0
7,0,467.68,1.37,306.53,0
6,4,277.11,9.72,9.99,0
3,2,198.17,4.82,11.08,0
4,2,250.65,5.63,118.16,0
2,3,78.69,5.43,260.86,0
2,4,173.3,14.15,242.18,0
3,3,178.81,18.38,493.75,1
3,2,240.58,8.55,183.56,0
4,2,226.41,6.58,25.63,1
1,1,74.38,0.46,250.14,1
8,2,370.79,0.03,0.67,0
9,4,452.02,0.74,363.37,1
5,4,291.46,1.13,2.61,0
4,5,245.27,3.74,510.78,1
3,4,244.2,3.47,9.29,0
5,4,285.25,42.58,848.27,1
5,4,284.56,0.89,15.03,0
2,5,115.02,4.16,31.19,0
7,4,379.72,30.61,9.52,0
6,3,314.87,0.53,10.6,0
7,2,499.09,15.24,13.13,0
5,3,208.64,16.17,1.79,0
4,3,152.18,12.24,203.81,0
3,3,179.0,16.26,2.28,1
7,3,403.07,12.4,58.57,0
6,3,430.75,10.1,21.46,1
1,1,57.48,1.69,5.35,0
1,2,46.97,5.26,12.17,0
3,4,80.86,1.02,284.4,0
5,3,202.16,0.73,345.62,0
9,2,518.56,45.21,299.92,0
2,4,128.46,0.51,1236.15,0
4,2,249.47,20.65,108.97,1
3,3,132.45,0.73,146.37,0
8,2,213.23,2.8,272.11,0
6,4,357.43,33.84,120.92,0
6,4,335.32,8.35,1015.17,0
3,3,83.92,0.53,0.61,0
3,4,211.76,13.76,21.41,0
2,4,80.06,2.17,103.49,0
1,3,57.13,4.71,0.79,1
6,4,203.83,0.9,10.2,0
5,3,274.3,27.88,93.91,1
10,3,470.22,34.98,515.63,1
10,3,531.9,2.07,1.81,1
4,2,360.79,5.49,147.3,0
5,1,318.94,0.59,2896.98,0
7,4,363.22,1.16,36.92,0
6,2,490.64,44.13,401.6,1
2,3,119.19,2.2,128.91,0
3,2,166.22,5.0,74.12,0
2,3,88.08,4.74,199.49,0
7,2,283.77,27.18,48.43,1
4,4,190.6,15.64,8.47,0
2,5,96.87,1.25,78.84,0
4,5,155.8,4.57,73.29,0
4,3,81.71,3.07,133.42,0
3,5,169.22,3.22,70.12,0
1,3,51.24,3.33,72.19,1
4,3,97.15,1.71,0.88,0
4,2,318.3,21.47,145.36,0
5,4,370.7,25.66,23.35,1
4,2,257.81,28.25,63.97,1
6,3,158.87,3.46,268.34,0
4,4,183.69,5.72,14.23,0
4,3,253.33,8.35,2213.32,0
6,1,284.02,11.73,213.86,0
3,3,140.47,12.57,110.07,0
2,4,174.89,17.01,107.03,0
1,2,33.76,1.46,3.33,0
5,4,138.87,3.41,5.17,0
4,4,129.93,0.68,84.75,0
5,5,417.5,1.66,49.57,0
2,3,67.05,7.53,85.08,0
2,0,111.21,2.97,2074.6,0
1,3,67.05,1.05,112.2,0
3,3,173.13,0.37,138.75,0
4,4,173.87,5.27,51.53,0
3,4,136.24,13.83,95.34,1
3,4,164.16,5.26,91.06,0
6,3,120.06,8.6,414.83,0
3,3,165.29,5.54,142.24,0
4,0,192.46,8.22,1.85,0
5,3,401.02,37.4,43.46,1
3,4,207.81,18.2,1075.85,0
4,3,310.66,7.91,384.56,0
6,3,228.13,0.11,14.3,0
7,1,592.87,13.76,294.2,0
2,2,98.36,2.32,30.34,1
7,3,353.81,12.6,132.16,0
3,4,250.59,16.73,14.14,0
2,1,138.54,12.37,47.93,0
3,2,115.35,0.37,1519.21,0
9,3,455.99,36.09,92.83,0
3,2,121.49,9.82,433.3,0
3,2,121.57,2.76,446.84,0
4,2,156.62,9.46,335.9,0
2,3,83.53,0.14,113.87,0
1,3,63.98,6.21,1614.08,0
2,4,80.2,2.75,116.16,0
2,3,123.42,10.74,1.25,1
2,3,112.72,3.55,467.53,0
2,2,95.69,1.28,97.75,0
4,3,293.91,33.4,566.81,0
2,3,115.35,2.64,67.93,0
3,2,200.12,15.77,31.49,0
6,3,318.12,31.53,222.99,0
3,2,112.71,8.14,9.77,0
4,3,169.57,0.6,1.25,0
2,3,82.2,7.24,18.31,0
2,3,160.17,2.3,130.6,1
1,4,50.09,3.92,102.0,0
2,5,127.55,10.96,71.01,1
2,4,109.93,12.63,2675.61,0
2,4,75.19,0.3,24.63,0
1,0,74.12,1.74,9.38,0
2,3,96.25,0.61,106.81,0
3,0,243.54,6.07,556.89,0
2,2,125.0,0.66,488.99,1
3,3,198.72,14.74,300.0,0
4,4,214.23,31.47,99.63,0
5,3,219.38,31.12,3.97,0
1,3,53.25,1.07,105.03,0
5,3,393.71,12.95,109.9,0
4,3,230.98,6.79,148.97,0
1,4,78.35,0.32,1282.01,1
6,2,355.27,0.72,45.65,0
7,4,489.55,54.57,2885.9,0
1,2,51.14,3.56,118.08,0
2,4,74.67,2.78,590.06,0
5,0,289.82,4.22,96.04,0
5,3,413.88,0.85,52.5,1
2,5,134.62,1.95,536.97,1
2,3,116.29,0.4,147.43,0
3,3,200.32,0.0,1340.33,0
3,3,136.56,3.98,118.9,0
4,2,299.16,4.0,66.88,0
3,1,180.63,0.51,131.39,0
3,2,132.92,12.51,9.34,0
5,2,253.94,22.32,189.57,0
1,4,87.17,0.22,10.72,0
2,4,83.6,1.19,131.58,0
5,2,260.76,4.25,560.01,1
6,4,383.63,35.12,384.55,0
4,2,159.81,4.98,1.6,1
4,2,176.59,5.14,145.95,0
1,4,69.16,1.0,167.25,0
3,2,239.31,6.3,8.81,0
4,1,153.08,12.75,56.47,0
2,3,141.41,12.29,2379.75,0
2,5,49.57,1.42,106.82,1
3,3,164.14,13.52,562.42,0
1,2,75.51,3.25,105.81,0
3,3,143.75,0.8,93.71,0
2,3,79.94,2.15,303.4,0
3,3,213.28,1.11,117.95,1
1,4,59.15,0.81,56.62,0
6,4,237.99,7.14,362.59,0
4,4,190.24,0.36,6.63,0
4,3,254.04,6.41,473.36,1
5,3,185.9,4.15,103.61,0
3,3,176.5,16.27,1297.78,0
1,3,68.38,0.32,25.47,1
4,2,182.63,4.51,216.72,0
4,3,213.65,4.01,4.82,0
5,2,237.32,4.24,12.62,0
3,4,87.68,2.0,283.41,0
2,2,141.13,1.74,4.15,0
2,4,79.38,1.77,539.07,0
3,3,294.48,0.6,489.81,0
4,4,225.45,17.8,120.22,0
4,2,282.51,4.88,1932.73,0
3,4,227.51,17.31,6.2,0
9,2,426.78,46.71,2304.43,0
4,3,276.14,9.33,58.73,1
2,1,183.39,17.34,59.15,0
1,3,48.42,0.48,105.02,1
2,4,169.57,9.18,159.13,0
2,4,120.44,0.08,336.99,0
2,1,90.01,3.02,192.44,0
2,3,130.83,4.61,130.28,0
2,4,77.65,2.5,73.85,0
2,3,101.39,2.54,17.39,0
6,1,279.47,11.08,116.18,0
1,2,76.84,1.73,136.36,0
4,3,350.34,1.83,89.2,0
3,2,209.48,0.63,148.42,0
9,3,304.11,6.02,22.77,0
1,3,59.28,0.23,34.09,0
3,2,179.69,18.32,578.27,0
8,3,308.13,7.07,103.55,0
6,4,416.28,0.46,2066.53,1
5,3,194.32,5.15,47.66,0
2,2,117.24,3.23,8.76,0
2,3,112.58,11.18,79.55,1
4,1,213.52,7.58,148.87,0
7,4,189.89,2.16,20.47,0
4,5,329.25,11.0,526.07,0
4,5,242.65,19.92,142.97,0
2,3,78.86,6.01,1106.5,0
5,3,206.8,1.21,10.68,0
2,4,165.47,18.94,147.26,0
3,2,240.45,3.87,142.39,0
3,0,196.71,8.78,72.96,0
4,3,268.17,23.98,104.75,0
2,4,124.15,3.96,2758.88,1
1,3,68.39,0.0,83.91,0
4,3,305.56,0.95,20.36,0
2,3,99.93,2.61,1.04,1
4,3,132.11,1.22,450.27,0
2,1,112.81,4.09,525.5,0
3,3,154.19,5.22,214.6,0
4,3,282.7,1.49,59.06,0
1,3,44.49,0.36,43.53,0
3,4,139.3,4.68,234.23,0
2,3,98.65,0.62,4.83,1
1,4,70.51,2.14,10.95,0
9,3,473.74,11.37,78.57,0
3,3,147.26,5.52,481.02,0
5,4,206.16,0.41,540.59,1
2,4,144.82,9.61,108.7,0
5,3,208.23,6.5,343.11,1
5,2,147.68,11.32,11.68,0
4,2,234.86,5.39,443.69,0
3,0,190.17,5.71,397.88,0
3,2,129.94,4.79,98.96,0
3,3,156.63,2.92,2151.18,1
7,4,283.59,28.6,350.78,1
6,3,323.67,14.55,5.8,1
8,0,191.3,0.0,438.24,0
2,2,110.59,6.47,216.73,0
5,3,413.1,38.97,183.69,0
7,3,308.9,0.75,126.0,0
2,4,113.92,0.01,7.98,0
1,5,46.91,4.49,78.21,0
5,4,265.35,10.43,2.2,1
4,3,253.92,27.35,70.39,0
6,4,429.47,0.04,391.86,0
2,2,112.31,2.12,7.96,1
5,1,316.11,33.46,73.02,0
2,1,148.54,5.26,30.01,0
2,2,80.82,24.15,151.12,0
2,0,120.15,4.07,109.01,0
5,4,210.24,5.22,11.63,0
4,3,270.53,15.89,248.4,1
4,4,288.71,31.11,8.72,0
3,4,255.83,14.51,12.65,1
6,5,299.28,32.17,10.58,1
3,4,143.38,9.71,19.08,0
5,3,335.37,8.52,104.07,0
3,3,175.62,0.76,129.63,0
3,3,154.26,0.92,10.98,0
3,4,181.09,11.19,147.38,0
3,4,130.82,0.64,130.0,1
5,5,167.99,6.7,7.37,0
4,4,301.08,19.6,1560.16,0
2,3,109.84,13.43,30.17,0
6,5,197.86,5.33,269.02,0
3,5,238.73,15.59,13.31,0
4,3,219.87,17.52,11.04,0
6,3,212.88,8.82,534.23,0
4,4,160.95,0.25,361.91,1
1,3,43.8,1.13,121.29,0
7,4,546.4,42.94,44.99,0
4,1,125.92,4.78,321.76,0
3,3,194.48,0.0,253.93,1
2,3,188.28,13.71,379.17,1
5,3,272.95,19.58,454.9,1
4,1,241.49,7.69,112.7,0
4,1,317.24,9.35,707.49,0
6,4,326.26,10.44,30.67,0
5,2,347.96,11.76,1551.6,1
2,2,55.8,4.29,37.19,0
3,4,219.27,23.42,123.0,0
2,3,129.63,13.24,127.85,0
5,4,258.88,30.9,518.2,0
1,3,62.55,4.16,139.64,0
4,4,198.67,0.92,1933.98,1
5,3,420.5,13.24,130.68,1
6,4,367.96,7.01,77.13,0
